hospital_id,hospital_name,address,district,state,latitude,longitude,contact,specialties,facilities,emergency_services,hospital_category,total_num_beds,number_doctor
24132,Peoples Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.385274,78.448498,+91-9020438567,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,156,24
24133,Star Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.385659,78.506667,+91-9676559273,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,167,26
24134,Task Pain Management andWellness Clinic Pvt. Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.36091,78.545322,+91-6394675148,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,178,28
24135,Time Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.426672,78.441858,+91-8624367994,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,189,30
24136,Uniqare Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.387658,78.479904,+91-6939073556,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,200,32
24137,Amni Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.416251,78.49174,+91-7636618266,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,211,33
24138,Avani Eye Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.332523,78.56864,+91-6719254566,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,222,35
24139,Aware Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.394847,78.476614,+91-9814758694,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,233,37
24140,Bhaskara Multi Speciality Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.379965,78.48436,+91-7478003369,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,244,39
24141,Hyma Children Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.40069,78.591557,+91-6079898092,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,35,5
24142,Induss Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.4738,78.471106,+91-7974326265,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,46,7
24143,Kiran Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.31171,78.42944,+91-9254457859,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,57,9
24144,Navya Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.372528,78.512813,+91-9725631564,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,68,10
24145,S L M S Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.371545,78.470248,+91-8333106226,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,79,12
24146,Sri Srinivasa Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.377922,78.47617,+91-8845434852,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,90,14
24147,Susheela Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.377583,78.489291,+91-6128416019,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,101,16
24148,Chethana Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.427603,78.425717,+91-8405290277,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,112,17
24149,Datta Chandra Hospitals Pvt Ltd,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.395601,78.477231,+91-8563039393,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,123,19
24150,Hedge Maternity and Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.380367,78.498582,+91-9933670311,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,134,21
24151,Hyderabad Kidney And Laparoscopic Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.386564,78.439868,+91-7664367276,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,145,23
24152,Medicare Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.452347,78.526874,+91-9504525527,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,156,24
24153,Meditek Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.301827,78.547558,+91-8127431011,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,167,26
24154,"Midas Ent, Head and Neck Super Speciality Hospital","Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.419529,78.532052,+91-6156022084,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,178,28
24155,Moosi Maternity and Genernal Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.362324,78.460498,+91-6208587515,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
24156,Pushpa Maternity and Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.363839,78.423737,+91-8368275122,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,200,32
24157,Shalivahana Nagar,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.465656,78.490526,+91-9848489709,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,211,33
24158,Shashi Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.4062,78.562624,+91-9801104173,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,222,35
24159,Sri Lakshmi Multispeciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.367553,78.511588,+91-6888239067,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,233,37
24160,"Susrutha Hospital - Malakpet,Hyderabad","Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.374542,78.499543,+91-7727650066,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,244,39
24161,Venus Multi Speciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.373102,78.437817,+91-7397834042,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,35,5
24162,Jayasai Hospital For Women,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.393092,78.48531,+91-9621013680,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,46,7
24163,Kid Care Childrens Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.401384,78.457051,+91-6513322207,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,57,9
24164,Alankar Eye Care Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.376853,78.487488,+91-9841267935,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,68,10
24165,Axon Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.377014,78.496413,+91-9131987378,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,79,12
24166,Bhavya Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.399115,78.481647,+91-6950643413,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,90,14
24167,Gsn Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.38086,78.480094,+91-7699973723,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,101,16
24168,Jaiswal Multi Speciality Hospitals,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.375431,78.490444,+91-9714284777,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,112,17
24169,Nihar Orthopaedic and Multispeciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.468343,78.448404,+91-9552060459,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,123,19
24170,Pumega Hospital - Hyderabad,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.394292,78.451446,+91-6000517662,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,134,21
24171,Sai Nath Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.370961,78.488769,+91-9618412752,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,145,23
24172,Satya Maternity And Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.403965,78.549933,+91-8921757664,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,156,24
24173,Sree Priya Hospital`,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.350465,78.506711,+91-7015765465,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,167,26
24174,Sunrich Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.359625,78.475497,+91-7648800522,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,178,28
24175,Sv Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.401403,78.596507,+91-7554363859,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,189,30
24176,Ammaji Childrens Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.359901,78.489936,+91-8598506298,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,200,32
24177,K.N.H Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.415308,78.510135,+91-8166254447,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,211,33
24178,Krishna Multi Speciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.39067,78.487429,+91-9416250798,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,222,35
24179,Lakshmi Priya Surgical and Maternity Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.370747,78.481574,+91-6608222903,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,233,37
24180,S. H. K. Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.362072,78.434224,+91-6188117435,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,244,39
24181,Sathya Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.415613,78.507778,+91-8231300341,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,35,5
24182,Shree Hrishikeshaya Hospitals Pvt. Ltd.,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.385947,78.504559,+91-7680743684,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,46,7
24183,Shreeda Childrens Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.317027,78.569859,+91-9356838260,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,57,9
24184,Spark Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.448939,78.494221,+91-9300845995,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,68,10
24185,Sri Aparajitha Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.313571,78.403791,+91-9724799867,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,79,12
24186,Sri Balaji Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.416422,78.436324,+91-8901332165,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,90,14
24187,"Surya Hospital, Hyderabad","Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.36972,78.379975,+91-7668638165,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,101,16
24188,Svs Multi Speciality Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.40692,78.459058,+91-6692935438,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,112,17
24189,Uppal Industrial Employees Health Care Centre,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.437719,78.508034,+91-9276102416,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,123,19
24190,Usha Maternity and Nurisng Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.344479,78.431528,+91-6603205075,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,134,21
24191,Bhaskara Orthopaedic Center,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.386072,78.491529,+91-7611910952,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,145,23
24192,Dhanunjaya Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.400246,78.48443,+91-8243269164,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,156,24
24193,Focus Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.32089,78.466011,+91-7743618141,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,167,26
24194,M S Reddy Lions Eye Hospital,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.381613,78.390519,+91-6481427953,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,178,28
24195,Nizam`S Institute Of Medical Sciences,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.43497,78.416173,+91-6138915343,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
24196,Amar Maternity Nursing Home,"Main Hospital Road, Hyderabad, Telangana",Hyderabad,Telangana,17.346396,78.498057,+91-9947677677,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,200,32
